Accession	GeneName	UnipriotGeneName	MaxLCDLengthPerProtein	DataType
A0AVI2	FER1L5	FR1L5_HUMAN	14	BACKGROUND
P0DMQ5	INAFM2	INAM2_HUMAN	38	BACKGROUND
D6RCP7	RP11-1286E23.14	U17LJ_HUMAN	12	BACKGROUND
Q9BYS1	KRTAP1-5	KRA15_HUMAN	60	BACKGROUND
Q9Y5X1	SNX9	SNX9_HUMAN	15	BACKGROUND
Q9Y5X0	SNX10	SNX10_HUMAN	20	BACKGROUND
Q9Y693	LHFP	LHFP_HUMAN	20	BACKGROUND
Q9Y5X2	SNX8	SNX8_HUMAN	28	BACKGROUND
Q9Y692	GMEB1	GMEB1_HUMAN	11	BACKGROUND
P23434	GCSH	GCSH_HUMAN	13	BACKGROUND
P23435	CBLN1	CBLN1_HUMAN	20	BACKGROUND
Q15319	POU4F3	PO4F3_HUMAN	17	BACKGROUND
Q9Y5W7	SNX14	SNX14_HUMAN	16	BACKGROUND
Q9Y5W8	SNX13	SNX13_HUMAN	16	BACKGROUND
Q9Y5W9	SNX11	SNX11_HUMAN	22	BACKGROUND
Q8IZY2	ABCA7	ABCA7_HUMAN	25	BACKGROUND
Q9Y5W3	KLF2	KLF2_HUMAN	47	BACKGROUND
Q711Q0	C10orf71	CJ071_HUMAN	21	BACKGROUND
Q15323	KRT31	K1H1_HUMAN	24	BACKGROUND
Q6P1Q0	LETMD1	LTMD1_HUMAN	12	BACKGROUND
Q9Y5W5	WIF1	WIF1_HUMAN	20	BACKGROUND
Q5T5S1	KIAA1984	CC183_HUMAN	10	BACKGROUND
Q9BYR9	KRTAP2-3	KRA24_HUMAN	32	BACKGROUND
P0DMP2	SRGAP2P2	SRG2B_HUMAN	18	BACKGROUND
Q9BYR8	KRTAP3-1	KRA31_HUMAN	16	BACKGROUND
Q9BYR7	KRTAP3-2	KRA32_HUMAN	13	BACKGROUND
Q9BYR6	KRTAP3-3	KRA33_HUMAN	13	BACKGROUND
Q9BYR5	KRTAP4-2	KRA42_HUMAN	60	BACKGROUND
Q03395	ROM1	ROM1_HUMAN	32	BACKGROUND
Q9BYR4	KRTAP4-3	KRA43_HUMAN	60	BACKGROUND
Q9BYR3	KRTAP4-4	KRA44_HUMAN	60	BACKGROUND
P23409	MYF6	MYF6_HUMAN	20	BACKGROUND
Q9BYR0	LOC100996750	KRA47_HUMAN	60	BACKGROUND
Q9BYR2	KRTAP4-5	KRA45_HUMAN	60	BACKGROUND
Q5XKK7	FAM219B	F219B_HUMAN	21	BACKGROUND
Q15306	IRF4	IRF4_HUMAN	10	BACKGROUND
Q15303	ERBB4	ERBB4_HUMAN	17	BACKGROUND
Q9Y675	SNURF	SNURF_HUMAN	8	BACKGROUND
Q6P1R3	MSANTD2	MSD2_HUMAN	53	BACKGROUND
P46531	NOTCH1	NOTC1_HUMAN	42	BACKGROUND
Q9Y672	ALG6	ALG6_HUMAN	25	BACKGROUND
Q13094	LCP2	LCP2_HUMAN	32	BACKGROUND
Q15311	RALBP1	RBP1_HUMAN	41	BACKGROUND
Q5T619	ZNF648	ZN648_HUMAN	20	BACKGROUND
Q9Y673	ALG5	ALG5_HUMAN	21	BACKGROUND
Q06432	CACNG1	CCG1_HUMAN	24	BACKGROUND
Q9Y5V3	MAGED1	MAGD1_HUMAN	60	BACKGROUND
Q96GD3	SCMH1	SCMH1_HUMAN	19	BACKGROUND
Q9Y678	COPG1	COPG1_HUMAN	14	BACKGROUND
Q8IZV5	RDH10	RDH10_HUMAN	14	BACKGROUND
Q06430	GCNT2	GNT2B_HUMAN	17	BACKGROUND
Q96GD4	AURKB	AURKB_HUMAN	12	BACKGROUND
Q9Y679	AUP1	AUP1_HUMAN	16	BACKGROUND
Q13098	GPS1	CSN1_HUMAN	19	BACKGROUND
Q9Y676	MRPS18B	RT18B_HUMAN	15	PR_ONLY
Q8IZV2	CMTM8	CKLF8_HUMAN	19	BACKGROUND
Q13099	IFT88	IFT88_HUMAN	19	BACKGROUND
P0DMS9	null	TMIG3_HUMAN	20	BACKGROUND
Q9BYQ3	KRTAP9-3	KRA93_HUMAN	60	BACKGROUND
Q9BZ23	PANK2	PANK2_HUMAN	23	BACKGROUND
P0DMS8	null	AA3R_HUMAN	17	BACKGROUND
Q9BYQ2	KRTAP9-4	KRA94_HUMAN	60	BACKGROUND
Q96GD0	PDXP	PLPP_HUMAN	29	BACKGROUND
Q5T5P2	KIAA1217	SKT_HUMAN	24	BACKGROUND
Q9BYQ5	KRTAP4-6	KRA46_HUMAN	60	BACKGROUND
Q9BYQ4	KRTAP9-2	KRA92_HUMAN	60	BACKGROUND
Q9BYQ7	KRTAP4-1	KRA41_HUMAN	48	BACKGROUND
Q9BYQ6	KRTAP4-11	KR411_HUMAN	60	BACKGROUND
Q6P1R4	DUS1L	DUS1L_HUMAN	14	BACKGROUND
Q9BZ29	DOCK9	DOCK9_HUMAN	15	BACKGROUND
Q9BYQ9	KRTAP4-8	KRA48_HUMAN	60	BACKGROUND
Q9BYQ8	KRTAP4-9	KRA49_HUMAN	60	BACKGROUND
Q0PNE2	C3orf75	ELP6_HUMAN	13	BACKGROUND
P23416	GLRA2	GLRA2_HUMAN	14	BACKGROUND
Q9BYQ0	KRTAP9-8	KRA98_HUMAN	60	BACKGROUND
Q4G0J3	LARP7	LARP7_HUMAN	24	GRPR
P23415	GLRA1	GLRA1_HUMAN	15	BACKGROUND
Q9Y5V0	ZNF706	ZN706_HUMAN	35	BACKGROUND
Q9Y661	HS3ST4	HS3S4_HUMAN	28	BACKGROUND
Q9Y5U2	TSSC4	TSSC4_HUMAN	21	BACKGROUND
Q9Y662	HS3ST3B1	HS3SB_HUMAN	22	BACKGROUND
Q6P1S2	C3orf33	CC033_HUMAN	12	BACKGROUND
Q13084	MRPL28	RM28_HUMAN	10	BACKGROUND
Q9Y663	HS3ST3A1	HS3SA_HUMAN	30	BACKGROUND
Q13085	ACACA	ACACA_HUMAN	18	BACKGROUND
Q96GE9	C9orf123	TM261_HUMAN	26	BACKGROUND
Q6R2W3	SCAND3	SCND3_HUMAN	16	BACKGROUND
Q9BZ19	ANKRD60	ANR60_HUMAN	28	BACKGROUND
Q9Y664	KPTN	KPTN_HUMAN	17	BACKGROUND
Q9BYP9	KRTAP9-9	KRA99_HUMAN	60	BACKGROUND
Q9Y5U5	TNFRSF18	TNR18_HUMAN	34	BACKGROUND
Q13087	PDIA2	PDIA2_HUMAN	18	BACKGROUND
Q9Y666	SLC12A7	S12A7_HUMAN	17	BACKGROUND
Q96GE4	CEP95	CEP95_HUMAN	14	BACKGROUND
Q96GE5	ZNF799	ZN799_HUMAN	13	BACKGROUND
Q8IZW8	TNS4	TENS4_HUMAN	38	BACKGROUND
Q9BZ11	ADAM33	ADA33_HUMAN	19	BACKGROUND
Q9BYP8	KRTAP17-1	KR171_HUMAN	60	BACKGROUND
Q9BYP7	WNK3	WNK3_HUMAN	23	BACKGROUND
P0DMR1	HNRNPCL4	HNRC4_HUMAN	25	BACKGROUND
P0DMR3	null	AT8OS_HUMAN	17	BACKGROUND
P23469	PTPRE	PTPRE_HUMAN	20	BACKGROUND
O94991	SLITRK5	SLIK5_HUMAN	34	BACKGROUND
P23468	PTPRD	PTPRD_HUMAN	16	BACKGROUND
P23467	PTPRB	PTPRB_HUMAN	19	BACKGROUND
O94993	SOX30	SOX30_HUMAN	22	BACKGROUND
O94992	HEXIM1	HEXI1_HUMAN	37	BACKGROUND
Q6DD87	ZNF787	ZN787_HUMAN	31	BACKGROUND
Q5T681	C10orf62	CJ062_HUMAN	23	BACKGROUND
Q6DD88	ATL3	ATLA3_HUMAN	14	BACKGROUND
P0DMU4	null	F231A_HUMAN	14	BACKGROUND
P0DMU5	null	F231C_HUMAN	14	BACKGROUND
Q9BZ01	FRG1B	FRG1B_HUMAN	14	BACKGROUND
Q9Y657	SPIN1	SPIN1_HUMAN	12	BACKGROUND
Q9Y5T5	USP16	UBP16_HUMAN	20	BACKGROUND
Q6BAA4	FCRLB	FCRLB_HUMAN	18	BACKGROUND
Q9Y5T4	DNAJC15	DJC15_HUMAN	13	BACKGROUND
Q06495	SLC34A1	NPT2A_HUMAN	30	BACKGROUND
Q9Y653	GPR56	GPR56_HUMAN	16	BACKGROUND
P0DMU2	null	OR83P_HUMAN	10	BACKGROUND
P0DMU3	null	F231L_HUMAN	14	BACKGROUND
Q15375	EPHA7	EPHA7_HUMAN	16	BACKGROUND
Q9Y651	SOX21	SOX21_HUMAN	30	BACKGROUND
P23470	PTPRG	PTPRG_HUMAN	39	BACKGROUND
P23471	PTPRZ1	PTPRZ_HUMAN	28	BACKGROUND
A1KZ92	PXDNL	PXDNL_HUMAN	14	BACKGROUND
O94983	CAMTA2	CMTA2_HUMAN	23	BACKGROUND
Q02218	OGDH	ODO1_HUMAN	10	BACKGROUND
O94988	FAM13A	FA13A_HUMAN	29	BACKGROUND
O94986	CEP152	CE152_HUMAN	24	BACKGROUND
O94985	CLSTN1	CSTN1_HUMAN	37	BACKGROUND
P24928	POLR2A	RPB1_HUMAN	60	BACKGROUND
Q02221	COX6A2	CX6A2_HUMAN	15	BACKGROUND
O94989	ARHGEF15	ARHGF_HUMAN	44	BACKGROUND
Q4G0P3	HYDIN	HYDIN_HUMAN	59	BACKGROUND
Q4G112	HSF5	HSF5_HUMAN	25	BACKGROUND
Q9Y5S8	NOX1	NOX1_HUMAN	18	BACKGROUND
Q5T686	AVPI1	AVPI1_HUMAN	15	BACKGROUND
Q9BYN0	SRXN1	SRXN1_HUMAN	30	BACKGROUND
A0AVF1	TTC26	IFT56_HUMAN	11	BACKGROUND
Q9Y5S9	RBM8A	RBM8A_HUMAN	23	BACKGROUND
Q15363	TMED2	TMED2_HUMAN	17	BACKGROUND
Q9Y644	RFNG	RFNG_HUMAN	55	BACKGROUND
Q15361	TTF1	TTF1_HUMAN	21	BACKGROUND
Q9Y646	CPQ	CBPQ_HUMAN	14	BACKGROUND
Q9BYN7	ZNF341	ZN341_HUMAN	39	BACKGROUND
Q9Y5S2	CDC42BPB	MRCKB_HUMAN	16	BACKGROUND
Q9Y5S1	TRPV2	TRPV2_HUMAN	24	BACKGROUND
Q9BYN8	MRPS26	RT26_HUMAN	28	BACKGROUND
Q6P280	ZNF529	ZN529_HUMAN	11	BACKGROUND
Q15349	RPS6KA2	KS6A2_HUMAN	18	BACKGROUND
Q4G0M1	FAM132B	ERFE_HUMAN	46	BACKGROUND
Q9Y639	NPTN	NPTN_HUMAN	26	BACKGROUND
Q5T653	MRPL2	RM02_HUMAN	12	BACKGROUND
P33176	KIF5B	KINH_HUMAN	12	BACKGROUND
Q5T655	CFAP58	CFA58_HUMAN	23	BACKGROUND
Q9Y5R6	DMRT1	DMRT1_HUMAN	39	BACKGROUND
P0DMW4	null	SIL2A_HUMAN	34	BACKGROUND
P0DMW5	null	SIL2B_HUMAN	34	BACKGROUND
Q9BYM8	RBCK1	HOIL1_HUMAN	25	BACKGROUND
P0DMW3	null	SIML1_HUMAN	12	BACKGROUND
Q9Y5R5	DMRT2	DMRT2_HUMAN	43	BACKGROUND
Q9Y5R4	HEMK1	HEMK1_HUMAN	13	BACKGROUND
Q9Y5R2	MMP24	MMP24_HUMAN	48	BACKGROUND
P23458	JAK1	JAK1_HUMAN	24	BACKGROUND
Q4G0N4	NADK2	NAKD2_HUMAN	38	BACKGROUND
P24903	CYP2F1	CP2F1_HUMAN	14	BACKGROUND
Q4G0N8	SLC9C1	SL9C1_HUMAN	14	BACKGROUND
P0DMV9	null	HS71B_HUMAN	24	BACKGROUND
Q96GI7	FAM89A	FA89A_HUMAN	31	BACKGROUND
Q9Y625	GPC6	GPC6_HUMAN	14	BACKGROUND
Q9Y5Q5	CORIN	CORIN_HUMAN	29	BACKGROUND
Q9Y5Q8	GTF3C5	TF3C5_HUMAN	15	BACKGROUND
Q06481	APLP2	APLP2_HUMAN	31	BACKGROUND
Q9Y5Q9	GTF3C3	TF3C3_HUMAN	18	BACKGROUND
Q5T5U3	ARHGAP21	RHG21_HUMAN	22	BACKGROUND
Q9BYL1	SAMD10	SAM10_HUMAN	22	BACKGROUND
P0DMV8	null	HS71A_HUMAN	24	BACKGROUND
Q4G0N0	null	GGTA1_HUMAN	12	BACKGROUND
Q15345	LRRC41	LRC41_HUMAN	28	BACKGROUND
Q6P1W5	C1orf94	CA094_HUMAN	23	BACKGROUND
Q9Y5Q0	FADS3	FADS3_HUMAN	12	BACKGROUND
Q9Y620	RAD54B	RA54B_HUMAN	9	BACKGROUND
Q9Y624	F11R	JAM1_HUMAN	19	BACKGROUND
Q9Y5Q3	MAFB	MAFB_HUMAN	26	BACKGROUND
Q9Y623	MYH4	MYH4_HUMAN	43	BACKGROUND
Q14289	PTK2B	FAK2_HUMAN	15	BACKGROUND
O43909	EXTL3	EXTL3_HUMAN	15	BACKGROUND
Q02252	ALDH6A1	MMSA_HUMAN	14	BACKGROUND
Q5H9J7	BEX5	BEX5_HUMAN	23	BACKGROUND
O94956	SLCO2B1	SO2B1_HUMAN	22	BACKGROUND
Q5H9J9	TCP11X2	T11X2_HUMAN	20	BACKGROUND
Q9Y6B2	EID1	EID1_HUMAN	24	BACKGROUND
A5YKK6	CNOT1	CNOT1_HUMAN	24	BACKGROUND
Q4G148	GXYLT1	GXLT1_HUMAN	21	BACKGROUND
Q4G0S7	CCDC152	CC152_HUMAN	21	BACKGROUND
Q02246	CNTN2	CNTN2_HUMAN	19	BACKGROUND
Q5H9K5	ZMAT1	ZMAT1_HUMAN	22	BACKGROUND
O94952	FBXO21	FBX21_HUMAN	17	GR_ONLY
O94953	KDM4B	KDM4B_HUMAN	20	BACKGROUND
O43900	PRICKLE3	PRIC3_HUMAN	40	BACKGROUND
Q5XKE5	KRT79	K2C79_HUMAN	27	BACKGROUND
O43903	GAS2	GAS2_HUMAN	18	BACKGROUND
Q9Y6B7	AP4B1	AP4B1_HUMAN	15	BACKGROUND
Q8NA03	FSIP1	FSIP1_HUMAN	27	BACKGROUND
P69849	NOMO3	NOMO3_HUMAN	24	BACKGROUND
Q4G0T1	null	SRCRM_HUMAN	19	BACKGROUND
P40818	USP8	UBP8_HUMAN	40	BACKGROUND
Q9Y6A2	CYP46A1	CP46A_HUMAN	15	BACKGROUND
Q9Y6A1	POMT1	POMT1_HUMAN	29	BACKGROUND
Q9Y6A5	TACC3	TACC3_HUMAN	19	BACKGROUND
Q14264	ERV3-1	ENR1_HUMAN	19	BACKGROUND
O43929	ORC4	ORC4_HUMAN	15	BACKGROUND
O43927	CXCL13	CXL13_HUMAN	14	BACKGROUND
Q5T699	null	CF183_HUMAN	13	BACKGROUND
Q5T5X7	BEND3	BEND3_HUMAN	17	BACKGROUND
Q5DID0	UMODL1	UROL1_HUMAN	19	BACKGROUND
O94979	SEC31A	SC31A_HUMAN	21	BACKGROUND
Q6P1J9	CDC73	CDC73_HUMAN	13	BACKGROUND
Q5H9I0	TFDP3	TFDP3_HUMAN	20	BACKGROUND
Q5T5Y3	CAMSAP1	CAMP1_HUMAN	24	BACKGROUND
Q02224	CENPE	CENPE_HUMAN	26	BACKGROUND
Q9BYZ6	RHOBTB2	RHBT2_HUMAN	23	BACKGROUND
O94972	TRIM37	TRI37_HUMAN	21	BACKGROUND
O94973	AP2A2	AP2A2_HUMAN	41	BACKGROUND
Q6P1J6	PLB1	PLB1_HUMAN	19	BACKGROUND
Q9BYZ8	REG4	REG4_HUMAN	16	BACKGROUND
Q1EHB4	SLC5A12	SC5AC_HUMAN	16	BACKGROUND
Q14257	RCN2	RCN2_HUMAN	18	BACKGROUND
Q14258	TRIM25	TRI25_HUMAN	26	BACKGROUND
O43921	EFNA2	EFNA2_HUMAN	16	BACKGROUND
A6XGL0	YJEFN3	YJEN3_HUMAN	12	BACKGROUND
Q14254	FLOT2	FLOT2_HUMAN	20	BACKGROUND
O43916	CHST1	CHST1_HUMAN	12	BACKGROUND
A0AVT1	UBA6	UBA6_HUMAN	15	BACKGROUND
O43918	AIRE	AIRE_HUMAN	22	BACKGROUND
Q6P1K1	SLC48A1	HRG1_HUMAN	18	BACKGROUND
Q6P1K2	PMF1	PMF1_HUMAN	19	BACKGROUND
O94967	WDR47	WDR47_HUMAN	29	BACKGROUND
Q02241	KIF23	KIF23_HUMAN	14	BACKGROUND
O94964	SOGA1	SOGA1_HUMAN	20	BACKGROUND
O94966	USP19	UBP19_HUMAN	18	BACKGROUND
Q6P1K8	GTF2H2C	T2H2L_HUMAN	10	BACKGROUND
O43913	ORC5	ORC5_HUMAN	15	BACKGROUND
O43914	TYROBP	TYOBP_HUMAN	8	BACKGROUND
Q14249	ENDOG	NUCG_HUMAN	31	BACKGROUND
Q14246	EMR1	AGRE1_HUMAN	18	BACKGROUND
Q14247	CTTN	SRC8_HUMAN	41	BACKGROUND
O94915	FRYL	FRYL_HUMAN	28	BACKGROUND
Q02297	NRG1	NRG1_HUMAN	29	BACKGROUND
Q5H9F3	BCORL1	BCORL_HUMAN	47	BACKGROUND
O94913	PCF11	PCF11_HUMAN	43	BACKGROUND
O94919	ENDOD1	ENDD1_HUMAN	24	BACKGROUND
Q6P1L5	FAM117B	F117B_HUMAN	51	BACKGROUND
O94916	NFAT5	NFAT5_HUMAN	47	BACKGROUND
Q8NA31	CCDC79	TERB1_HUMAN	17	BACKGROUND
Q4G0W2	DUSP28	DUS28_HUMAN	12	BACKGROUND
Q14240	EIF4A2	IF4A2_HUMAN	12	BACKGROUND
Q14241	TCEB3	ELOA1_HUMAN	14	BACKGROUND
Q14242	SELPLG	SELPL_HUMAN	60	BACKGROUND
Q14244	MAP7	MAP7_HUMAN	60	BACKGROUND
Q8NA29	MFSD2A	NLS1_HUMAN	19	BACKGROUND
Q9BZ97	null	TTY13_HUMAN	20	BACKGROUND
Q9BYX7	null	ACTBM_HUMAN	9	BACKGROUND
Q9BZ95	WHSC1L1	NSD3_HUMAN	21	BACKGROUND
O94911	ABCA8	ABCA8_HUMAN	20	BACKGROUND
Q9BYX4	IFIH1	IFIH1_HUMAN	32	BACKGROUND
O94910	LPHN1	LPHN1_HUMAN	37	BACKGROUND
Q9BYX2	TBC1D2	TBD2A_HUMAN	21	BACKGROUND
O94901	SUN1	SUN1_HUMAN	16	BACKGROUND
Q4G0X9	CCDC40	CCD40_HUMAN	25	BACKGROUND
Q6P1M0	SLC27A4	S27A4_HUMAN	13	BACKGROUND
O94905	ERLIN2	ERLN2_HUMAN	18	BACKGROUND
O94906	PRPF6	PRP6_HUMAN	23	BACKGROUND
P32856	STX2	STX2_HUMAN	22	BACKGROUND
O94907	DKK1	DKK1_HUMAN	13	BACKGROUND
Q9BYV9	BACH2	BACH2_HUMAN	21	BACKGROUND
Q6P1M3	LLGL2	L2GL2_HUMAN	19	BACKGROUND
P40855	PEX19	PEX19_HUMAN	37	BACKGROUND
Q96GC5	MRPL48	RM48_HUMAN	17	BACKGROUND
Q96GC9	VMP1	VMP1_HUMAN	15	BACKGROUND
Q14232	EIF2B1	EI2BA_HUMAN	13	BACKGROUND
Q8NA47	CCDC63	CCD63_HUMAN	16	BACKGROUND
O43930	null	PRKY_HUMAN	12	BACKGROUND
O43933	PEX1	PEX1_HUMAN	21	BACKGROUND
O43934	MFSD11	MFS11_HUMAN	25	BACKGROUND
Q6P1M9	ARMCX5	ARMX5_HUMAN	14	BACKGROUND
Q9BYW1	SLC2A11	GTR11_HUMAN	17	BACKGROUND
Q9BZ81	MAGEB5	MAGB5_HUMAN	15	BACKGROUND
O94900	TOX	TOX_HUMAN	20	BACKGROUND
Q9BYW3	DEFB126	DB126_HUMAN	31	BACKGROUND
Q9BYW2	SETD2	SETD2_HUMAN	28	BACKGROUND
Q9BZ68	null	FR8P1_HUMAN	19	BACKGROUND
Q9BZ67	FRMD8	FRMD8_HUMAN	17	BACKGROUND
Q4G163	FBXO43	FBX43_HUMAN	20	BACKGROUND
B3EWG3	FAM25C	FM25A_HUMAN	18	BACKGROUND
Q6P1N0	CC2D1A	C2D1A_HUMAN	35	BACKGROUND
Q9Y5Z7	HCFC2	HCFC2_HUMAN	18	BACKGROUND
Q9Y5Z9	UBIAD1	UBIA1_HUMAN	19	BACKGROUND
Q9BYV2	TRIM54	TRI54_HUMAN	15	BACKGROUND
O94933	SLITRK3	SLIK3_HUMAN	25	BACKGROUND
B3EWG6	FAM25A	FM25G_HUMAN	18	BACKGROUND
Q9BZ72	PITPNM2	PITM2_HUMAN	26	BACKGROUND
Q9BYV1	AGXT2	AGT2_HUMAN	13	BACKGROUND
Q9BZ71	PITPNM3	PITM3_HUMAN	16	BACKGROUND
B3EWG4	FAM25A	FM25B_HUMAN	18	BACKGROUND
B3EWG5	FAM25A	FM25C_HUMAN	18	BACKGROUND
Q9BYV6	TRIM55	TRI55_HUMAN	32	BACKGROUND
Q9BZ76	CNTNAP3	CNTP3_HUMAN	27	BACKGROUND
Q6P1N9	TATDN1	TATD1_HUMAN	16	BACKGROUND
Q504Y3	ZCWPW2	ZCPW2_HUMAN	12	BACKGROUND
O94927	HAUS5	HAUS5_HUMAN	25	BACKGROUND
Q9BYT5	KRTAP2-2	KRA22_HUMAN	18	BACKGROUND
P40879	SLC26A3	S26A3_HUMAN	18	BACKGROUND
O94929	ABLIM3	ABLM3_HUMAN	12	BACKGROUND
Q504Y2	PKDCC	PKDCC_HUMAN	28	BACKGROUND
Q9BYT9	ANO3	ANO3_HUMAN	25	BACKGROUND
O94925	GLS	GLSK_HUMAN	21	BACKGROUND
Q4G176	ACSF3	ACSF3_HUMAN	13	BACKGROUND
Q9Y5Y7	LYVE1	LYVE1_HUMAN	23	BACKGROUND
Q9Y5Y6	ST14	ST14_HUMAN	21	BACKGROUND
Q96GA7	SDSL	SDSL_HUMAN	21	BACKGROUND
P45452	MMP13	MMP13_HUMAN	13	BACKGROUND
Q14210	LY6D	LY6D_HUMAN	24	BACKGROUND
Q9Y5Y5	PEX16	PEX16_HUMAN	22	BACKGROUND
Q96GA3	LTV1	LTV1_HUMAN	28	BACKGROUND
Q9Y5Y9	SCN10A	SCNAA_HUMAN	25	BACKGROUND
Q14209	E2F2	E2F2_HUMAN	28	BACKGROUND
Q9Y5Z0	BACE2	BACE2_HUMAN	26	BACKGROUND
Q14207	NPAT	NPAT_HUMAN	16	BACKGROUND
Q9Y5Z4	HEBP2	HEBP2_HUMAN	9	BACKGROUND
Q14204	DYNC1H1	DYHC1_HUMAN	24	BACKGROUND
Q8NA19	L3MBTL4	LMBL4_HUMAN	14	BACKGROUND
Q14203	DCTN1	DCTN1_HUMAN	34	BACKGROUND
Q14202	ZMYM3	ZMYM3_HUMAN	24	BACKGROUND
Q9BYU1	PBX4	PBX4_HUMAN	18	BACKGROUND
O94921	CDK14	CDK14_HUMAN	9	BACKGROUND
B3EWF7	null	EP2A2_HUMAN	60	BACKGROUND
Q9BYU5	KRTAP2-1	KRA21_HUMAN	18	BACKGROUND
O95970	LGI1	LGI1_HUMAN	10	BACKGROUND
Q9Y5E9	PCDHB14	PCDBE_HUMAN	22	BACKGROUND
Q96FT7	ASIC4	ASIC4_HUMAN	25	BACKGROUND
Q9Y5E6	PCDHB3	PCDB3_HUMAN	22	BACKGROUND
Q9Y5E5	PCDHB4	PCDB4_HUMAN	22	BACKGROUND
O95977	S1PR4	S1PR4_HUMAN	20	BACKGROUND
P00167	CYB5A	CYB5_HUMAN	14	BACKGROUND
Q9Y5E8	PCDHB15	PCDBF_HUMAN	22	BACKGROUND
Q9Y5E7	PCDHB2	PCDB2_HUMAN	22	BACKGROUND
Q9Y5E2	PCDHB7	PCDB7_HUMAN	22	BACKGROUND
Q9Y5E1	PCDHB9	PCDB9_HUMAN	46	BACKGROUND
O95972	BMP15	BMP15_HUMAN	22	BACKGROUND
Q96FT9	IFT43	IFT43_HUMAN	10	BACKGROUND
Q9Y5E4	PCDHB5	PCDB5_HUMAN	22	BACKGROUND
Q9Y5E3	PCDHB6	PCDB6_HUMAN	22	BACKGROUND
Q6UXX9	RSPO2	RSPO2_HUMAN	17	BACKGROUND
Q24JP5	TMEM132A	T132A_HUMAN	34	BACKGROUND
Q02083	NAAA	NAAA_HUMAN	25	BACKGROUND
Q02086	SP2	SP2_HUMAN	33	BACKGROUND
Q14093	CYLC2	CYLC2_HUMAN	60	BACKGROUND
Q02080	MEF2BNB-MEF2B	MEF2B_HUMAN	32	BACKGROUND
Q6UXX5	ITIH6	ITIH6_HUMAN	33	BACKGROUND
P01608	null	KV116_HUMAN	16	BACKGROUND
Q5RL73	RBM48	RBM48_HUMAN	15	BACKGROUND
O95980	RECK	RECK_HUMAN	33	BACKGROUND
Q5RKV6	EXOSC6	EXOS6_HUMAN	30	BACKGROUND
P01606	null	KV114_HUMAN	13	BACKGROUND
Q6UXZ0	TMIGD1	TMIG1_HUMAN	10	BACKGROUND
Q96G42	KLHDC7B	KLD7B_HUMAN	31	BACKGROUND
Q96FS4	SIPA1	SIPA1_HUMAN	28	BACKGROUND
P00156	MT-CYB	CYB_HUMAN	17	BACKGROUND
P01602	null	KV110_HUMAN	9	BACKGROUND
Q9Y5F9	PCDHGB6	PCDGI_HUMAN	29	BACKGROUND
P01601	null	KV109_HUMAN	10	BACKGROUND
Q9Y5F8	PCDHGB7	PCDGJ_HUMAN	24	BACKGROUND
Q96G46	DUS3L	DUS3L_HUMAN	11	BACKGROUND
O95989	NUDT3	NUDT3_HUMAN	13	BACKGROUND
Q9Y5F7	PCDHGC4	PCDGL_HUMAN	20	BACKGROUND
F8W1W9	CTB-134H23.1	NPIB9_HUMAN	15	BACKGROUND
Q9Y5F6	PCDHGC5	PCDGM_HUMAN	20	BACKGROUND
O95983	MBD3	MBD3_HUMAN	20	BACKGROUND
O95985	TOP3B	TOP3B_HUMAN	27	BACKGROUND
Q9Y5F3	PCDHB1	PCDB1_HUMAN	22	BACKGROUND
Q9Y5F2	PCDHB11	PCDBB_HUMAN	22	BACKGROUND
Q9Y5F0	PCDHB13	PCDBD_HUMAN	22	BACKGROUND
Q02078	MEF2A	MEF2A_HUMAN	27	BACKGROUND
Q9Y5F1	PCDHB12	PCDBC_HUMAN	22	BACKGROUND
Q2NKQ1	SGSM1	SGSM1_HUMAN	22	BACKGROUND
Q6UXY1	BAIAP2L2	BI2L2_HUMAN	28	BACKGROUND
Q6UXY8	TMC5	TMC5_HUMAN	15	BACKGROUND
Q96G74	OTUD5	OTUD5_HUMAN	60	BACKGROUND
Q96FV2	SCRN2	SCRN2_HUMAN	23	BACKGROUND
Q96FV0	LRRC46	LRC46_HUMAN	12	BACKGROUND
Q9Y5G4	PCDHGA9	PCDG9_HUMAN	20	BACKGROUND
Q9Y5G3	PCDHGB1	PCDGD_HUMAN	30	BACKGROUND
Q9Y5G6	PCDHGA7	PCDG7_HUMAN	20	BACKGROUND
Q9Y5G5	PCDHGA8	PCDG8_HUMAN	20	BACKGROUND
Q96FV9	THOC1	THOC1_HUMAN	18	BACKGROUND
Q9Y5G8	PCDHGA5	PCDG5_HUMAN	32	BACKGROUND
Q96G79	SLC35A4	S35A4_HUMAN	35	BACKGROUND
Q9Y5G7	PCDHGA6	PCDG6_HUMAN	28	BACKGROUND
O95954	FTCD	FTCD_HUMAN	31	BACKGROUND
Q9Y5G9	PCDHGA4	PCDG4_HUMAN	28	BACKGROUND
Q9Y5G0	PCDHGB5	PCDGH_HUMAN	29	BACKGROUND
Q9Y5G1	PCDHGB3	PCDGF_HUMAN	20	BACKGROUND
Q9Y5G2	PCDHGB2	PCDGE_HUMAN	20	BACKGROUND
Q6UXV3	null	YV010_HUMAN	23	BACKGROUND
Q6UXV4	APOOL	MIC27_HUMAN	18	BACKGROUND
P37231	PPARG	PPARG_HUMAN	14	BACKGROUND
Q6UXV1	IZUMO2	IZUM2_HUMAN	20	BACKGROUND
